Ratio O/F   ,  pc psi , Nozzle inl , Nozzle exi , rho kg/m^3,Tc K,M,gamma,k,c* m/s,Is opt s,Is vac s,Cf opt,Cf vac,c factor
2.8,556,9,4.73,0,2314.3447,22.6032,1.2687,1.2674,1445.1296,216.0328,237.0656,1.466,1.6087,1
2.8,557,9,4.73,0,2314.3556,22.6032,1.2687,1.2674,1445.1928,216.0352,237.0676,1.466,1.6087,1
2.8,558,9,4.73,0,2314.3666,22.6033,1.2687,1.2674,1445.2558,216.0375,237.0695,1.4659,1.6086,1
2.8,559,9,4.73,0,2314.3775,22.6033,1.2687,1.2674,1445.3186,216.0398,237.0715,1.4659,1.6086,1
2.8,560,9,4.73,0,2314.3883,22.6034,1.2687,1.2674,1445.3812,216.0422,237.0734,1.4658,1.6085,1
2.8,561,9,4.73,0,2314.3992,22.6034,1.2687,1.2674,1445.4436,216.0445,237.0754,1.4658,1.6084,1
2.8,562,9,4.73,0,2314.4101,22.6034,1.2687,1.2674,1445.5059,216.0468,237.0773,1.4657,1.6084,1
2.8,563,9,4.73,0,2314.4209,22.6035,1.2687,1.2674,1445.568,216.0491,237.0793,1.4657,1.6083,1
2.8,564,9,4.73,0,2314.4317,22.6035,1.2688,1.2675,1445.6299,216.0514,237.0812,1.4656,1.6083,1
2.8,565,9,4.73,0,2314.4425,22.6036,1.2688,1.2675,1445.6916,216.0537,237.0831,1.4656,1.6082,1
2.8,566,9,4.73,0,2314.4533,22.6036,1.2688,1.2675,1445.7532,216.0559,237.085,1.4655,1.6082,1
2.8,567,9,4.73,0,2314.4641,22.6036,1.2688,1.2675,1445.8146,216.0582,237.087,1.4655,1.6081,1
2.8,568,9,4.73,0,2314.4748,22.6037,1.2688,1.2675,1445.8758,216.0605,237.0889,1.4654,1.6081,1
2.8,569,9,4.73,0,2314.4855,22.6037,1.2688,1.2675,1445.9368,216.0628,237.0908,1.4654,1.608,1
2.8,570,9,4.73,0,2314.4962,22.6038,1.2688,1.2675,1445.9977,216.065,237.0927,1.4653,1.6079,1
2.8,571,9,4.73,0,2314.5069,22.6038,1.2688,1.2675,1446.0584,216.0673,237.0946,1.4653,1.6079,1
2.8,572,9,4.73,0,2314.5176,22.6038,1.2688,1.2675,1446.1189,216.0695,237.0965,1.4652,1.6078,1
2.8,573,9,4.73,0,2314.5282,22.6039,1.2688,1.2675,1446.1792,216.0718,237.0984,1.4652,1.6078,1
2.8,574,9,4.73,0,2314.5389,22.6039,1.2688,1.2675,1446.2394,216.074,237.1003,1.4652,1.6077,1
2.8,575,9,4.73,0,2314.5495,22.6039,1.2688,1.2675,1446.2994,216.0762,237.1022,1.4651,1.6077,1
2.8,576,9,4.73,0,2314.5601,22.604,1.2688,1.2675,1446.3593,216.0785,237.1041,1.4651,1.6076,1
2.8,577,9,4.73,0,2314.5707,22.604,1.2689,1.2675,1446.419,216.0807,237.106,1.465,1.6076,1
2.8,578,9,4.73,0,2314.5812,22.6041,1.2689,1.2675,1446.4785,216.0829,237.1078,1.465,1.6075,1
2.8,579,9,4.73,0,2314.5918,22.6041,1.2689,1.2676,1446.5378,216.0851,237.1097,1.4649,1.6075,1
2.8,580,9,4.73,0,2314.6023,22.6041,1.2689,1.2676,1446.597,216.0873,237.1116,1.4649,1.6074,1
2.8,581,9,4.73,0,2314.6128,22.6042,1.2689,1.2676,1446.656,216.0895,237.1134,1.4648,1.6074,1
2.8,582,9,4.73,0,2314.6233,22.6042,1.2689,1.2676,1446.7149,216.0917,237.1153,1.4648,1.6073,1
2.8,583,9,4.73,0,2314.6338,22.6043,1.2689,1.2676,1446.7736,216.0939,237.1172,1.4647,1.6072,1
2.8,584,9,4.73,0,2314.6442,22.6043,1.2689,1.2676,1446.8321,216.0961,237.119,1.4647,1.6072,1
2.8,585,9,4.73,0,2314.6547,22.6043,1.2689,1.2676,1446.8905,216.0982,237.1209,1.4647,1.6071,1
2.8,586,9,4.73,0,2314.6651,22.6044,1.2689,1.2676,1446.9487,216.1004,237.1227,1.4646,1.6071,1
2.8,587,9,4.73,0,2314.6755,22.6044,1.2689,1.2676,1447.0067,216.1026,237.1245,1.4646,1.607,1
2.8,588,9,4.73,0,2314.6859,22.6045,1.2689,1.2676,1447.0646,216.1047,237.1264,1.4645,1.607,1
2.8,589,9,4.73,0,2314.6963,22.6045,1.2689,1.2676,1447.1223,216.1069,237.1282,1.4645,1.6069,1
2.8,590,9,4.73,0,2314.7067,22.6045,1.2689,1.2676,1447.1799,216.109,237.13,1.4644,1.6069,1
2.8,591,9,4.73,0,2314.717,22.6046,1.269,1.2676,1447.2373,216.1112,237.1319,1.4644,1.6068,1
2.8,592,9,4.73,0,2314.7273,22.6046,1.269,1.2676,1447.2945,216.1133,237.1337,1.4644,1.6068,1
2.8,593,9,4.73,0,2314.7377,22.6047,1.269,1.2676,1447.3516,216.1154,237.1355,1.4643,1.6067,1
2.8,594,9,4.73,0,2314.7479,22.6047,1.269,1.2676,1447.4086,216.1176,237.1373,1.4643,1.6067,1
2.8,595,9,4.73,0,2314.7582,22.6047,1.269,1.2676,1447.4653,216.1197,237.1391,1.4642,1.6066,1
2.8,596,9,4.73,0,2314.7685,22.6048,1.269,1.2677,1447.522,216.1218,237.1409,1.4642,1.6066,1
2.8,597,9,4.73,0,2314.7787,22.6048,1.269,1.2677,1447.5784,216.1239,237.1428,1.4641,1.6065,1
2.8,598,9,4.73,0,2314.789,22.6048,1.269,1.2677,1447.6347,216.126,237.1446,1.4641,1.6065,1
2.8,599,9,4.73,0,2314.7992,22.6049,1.269,1.2677,1447.6909,216.1281,237.1463,1.4641,1.6064,1
2.8,600,9,4.73,0,2314.8094,22.6049,1.269,1.2677,1447.7469,216.1302,237.1481,1.464,1.6064,1
2.8,601,9,4.73,0,2314.8196,22.605,1.269,1.2677,1447.8028,216.1323,237.1499,1.464,1.6063,1
2.8,602,9,4.73,0,2314.8297,22.605,1.269,1.2677,1447.8585,216.1344,237.1517,1.4639,1.6063,1
2.8,603,9,4.73,0,2314.8399,22.605,1.269,1.2677,1447.914,216.1365,237.1535,1.4639,1.6062,1
2.8,604,9,4.73,0,2314.85,22.6051,1.269,1.2677,1447.9694,216.1386,237.1553,1.4638,1.6062,1
2.8,605,9,4.73,0,2314.8602,22.6051,1.269,1.2677,1448.0247,216.1406,237.1571,1.4638,1.6061,1
2.8,606,9,4.73,0,2314.8703,22.6052,1.2691,1.2677,1448.0798,216.1427,237.1588,1.4638,1.6061,1
2.8,607,9,4.73,0,2314.8804,22.6052,1.2691,1.2677,1448.1347,216.1448,237.1606,1.4637,1.606,1
2.8,608,9,4.73,0,2314.8904,22.6052,1.2691,1.2677,1448.1895,216.1468,237.1624,1.4637,1.606,1
2.8,609,9,4.73,0,2314.9005,22.6053,1.2691,1.2677,1448.2442,216.1489,237.1641,1.4636,1.6059,1
2.8,610,9,4.73,0,2314.9106,22.6053,1.2691,1.2677,1448.2987,216.1509,237.1659,1.4636,1.6059,1
2.8,611,9,4.73,0,2314.9206,22.6053,1.2691,1.2677,1448.353,216.153,237.1676,1.4635,1.6058,1
2.8,612,9,4.73,0,2314.9306,22.6054,1.2691,1.2677,1448.4072,216.155,237.1694,1.4635,1.6058,1
2.8,613,9,4.73,0,2314.9406,22.6054,1.2691,1.2677,1448.4613,216.157,237.1711,1.4635,1.6057,1
2.8,614,9,4.73,0,2314.9506,22.6055,1.2691,1.2678,1448.5152,216.1591,237.1729,1.4634,1.6057,1
2.8,615,9,4.73,0,2314.9606,22.6055,1.2691,1.2678,1448.569,216.1611,237.1746,1.4634,1.6056,1
2.8,616,9,4.73,0,2314.9705,22.6055,1.2691,1.2678,1448.6226,216.1631,237.1763,1.4633,1.6056,1
2.8,617,9,4.73,0,2314.9805,22.6056,1.2691,1.2678,1448.6761,216.1651,237.1781,1.4633,1.6056,1
2.8,618,9,4.73,0,2314.9904,22.6056,1.2691,1.2678,1448.7295,216.1671,237.1798,1.4633,1.6055,1
2.8,619,9,4.73,0,2315.0003,22.6056,1.2691,1.2678,1448.7827,216.1691,237.1815,1.4632,1.6055,1
2.8,620,9,4.73,0,2315.0102,22.6057,1.2691,1.2678,1448.8357,216.1711,237.1832,1.4632,1.6054,1
2.8,621,9,4.73,0,2315.0201,22.6057,1.2691,1.2678,1448.8887,216.1731,237.185,1.4631,1.6054,1
2.8,622,9,4.73,0,2315.03,22.6058,1.2692,1.2678,1448.9414,216.1751,237.1867,1.4631,1.6053,1
2.8,623,9,4.73,0,2315.0398,22.6058,1.2692,1.2678,1448.9941,216.1771,237.1884,1.4631,1.6053,1
2.8,624,9,4.73,0,2315.0497,22.6058,1.2692,1.2678,1449.0466,216.1791,237.1901,1.463,1.6052,1
2.8,625,9,4.73,0,2315.0595,22.6059,1.2692,1.2678,1449.0989,216.1811,237.1918,1.463,1.6052,1
2.8,626,9,4.73,0,2315.0693,22.6059,1.2692,1.2678,1449.1512,216.183,237.1935,1.4629,1.6051,1
2.8,627,9,4.73,0,2315.0791,22.6059,1.2692,1.2678,1449.2032,216.185,237.1952,1.4629,1.6051,1
2.8,628,9,4.73,0,2315.0889,22.606,1.2692,1.2678,1449.2552,216.1869,237.1969,1.4629,1.605,1
2.8,629,9,4.73,0,2315.0987,22.606,1.2692,1.2678,1449.307,216.1889,237.1986,1.4628,1.605,1
2.8,630,9,4.73,0,2315.1084,22.6061,1.2692,1.2678,1449.3586,216.1909,237.2003,1.4628,1.6049,1
2.8,631,9,4.73,0,2315.1182,22.6061,1.2692,1.2678,1449.4102,216.1928,237.202,1.4628,1.6049,1
2.8,632,9,4.73,0,2315.1279,22.6061,1.2692,1.2678,1449.4616,216.1947,237.2036,1.4627,1.6049,1
2.8,633,9,4.73,0,2315.1376,22.6062,1.2692,1.2678,1449.5128,216.1967,237.2053,1.4627,1.6048,1
2.8,634,9,4.73,0,2315.1473,22.6062,1.2692,1.2679,1449.564,216.1986,237.207,1.4626,1.6048,1
2.8,635,9,4.73,0,2315.157,22.6063,1.2692,1.2679,1449.6149,216.2006,237.2087,1.4626,1.6047,1
2.8,636,9,4.73,0,2315.1667,22.6063,1.2692,1.2679,1449.6658,216.2025,237.2103,1.4626,1.6047,1
2.8,637,9,4.73,0,2315.1764,22.6063,1.2692,1.2679,1449.7165,216.2044,237.212,1.4625,1.6046,1
2.8,638,9,4.73,0,2315.186,22.6064,1.2693,1.2679,1449.7671,216.2063,237.2137,1.4625,1.6046,1
2.8,639,9,4.73,0,2315.1957,22.6064,1.2693,1.2679,1449.8176,216.2082,237.2153,1.4624,1.6045,1
2.8,640,9,4.73,0,2315.2053,22.6064,1.2693,1.2679,1449.8679,216.2101,237.217,1.4624,1.6045,1
2.8,641,9,4.73,0,2315.2149,22.6065,1.2693,1.2679,1449.9181,216.212,237.2186,1.4624,1.6044,1
2.8,642,9,4.73,0,2315.2245,22.6065,1.2693,1.2679,1449.9682,216.2139,237.2203,1.4623,1.6044,1
2.8,643,9,4.73,0,2315.2341,22.6065,1.2693,1.2679,1450.0181,216.2158,237.2219,1.4623,1.6044,1
2.8,644,9,4.73,0,2315.2436,22.6066,1.2693,1.2679,1450.0679,216.2177,237.2236,1.4623,1.6043,1
2.8,645,9,4.73,0,2315.2532,22.6066,1.2693,1.2679,1450.1176,216.2196,237.2252,1.4622,1.6043,1
2.8,646,9,4.73,0,2315.2627,22.6067,1.2693,1.2679,1450.1671,216.2215,237.2269,1.4622,1.6042,1
2.8,647,9,4.73,0,2315.2723,22.6067,1.2693,1.2679,1450.2165,216.2234,237.2285,1.4621,1.6042,1
2.8,648,9,4.73,0,2315.2818,22.6067,1.2693,1.2679,1450.2658,216.2252,237.2301,1.4621,1.6041,1
2.8,649,9,4.73,0,2315.2913,22.6068,1.2693,1.2679,1450.3149,216.2271,237.2318,1.4621,1.6041,1
2.8,650,9,4.73,0,2315.3008,22.6068,1.2693,1.2679,1450.364,216.229,237.2334,1.462,1.6041,1
2.8,651,9,4.73,0,2315.3103,22.6068,1.2693,1.2679,1450.4129,216.2308,237.235,1.462,1.604,1
2.8,652,9,4.73,0,2315.3198,22.6069,1.2693,1.2679,1450.4616,216.2327,237.2366,1.462,1.604,1
2.8,653,9,4.73,0,2315.3292,22.6069,1.2693,1.2679,1450.5103,216.2345,237.2382,1.4619,1.6039,1
2.8,654,9,4.73,0,2315.3387,22.607,1.2693,1.2679,1450.5588,216.2364,237.2398,1.4619,1.6039,1
2.8,655,9,4.73,0,2315.3481,22.607,1.2693,1.2679,1450.6072,216.2382,237.2415,1.4619,1.6038,1
2.8,656,9,4.73,0,2315.3575,22.607,1.2694,1.2679,1450.6555,216.2401,237.2431,1.4618,1.6038,1
2.8,657,9,4.73,0,2315.3669,22.6071,1.2694,1.268,1450.7036,216.2419,237.2447,1.4618,1.6038,1
2.8,658,9,4.73,0,2315.3763,22.6071,1.2694,1.268,1450.7517,216.2437,237.2463,1.4617,1.6037,1
2.8,659,9,4.73,0,2315.3857,22.6071,1.2694,1.268,1450.7996,216.2455,237.2479,1.4617,1.6037,1
2.8,660,9,4.73,0,2315.3951,22.6072,1.2694,1.268,1450.8473,216.2474,237.2495,1.4617,1.6036,1
2.8,661,9,4.73,0,2315.4044,22.6072,1.2694,1.268,1450.895,216.2492,237.2511,1.4616,1.6036,1
2.8,662,9,4.73,0,2315.4138,22.6073,1.2694,1.268,1450.9425,216.251,237.2526,1.4616,1.6035,1
2.8,663,9,4.73,0,2315.4231,22.6073,1.2694,1.268,1450.9899,216.2528,237.2542,1.4616,1.6035,1
2.8,664,9,4.73,0,2315.4324,22.6073,1.2694,1.268,1451.0372,216.2546,237.2558,1.4615,1.6035,1
2.8,665,9,4.73,0,2315.4417,22.6074,1.2694,1.268,1451.0844,216.2564,237.2574,1.4615,1.6034,1
2.8,666,9,4.73,0,2315.451,22.6074,1.2694,1.268,1451.1314,216.2582,237.259,1.4615,1.6034,1
2.8,667,9,4.73,0,2315.4603,22.6074,1.2694,1.268,1451.1783,216.26,237.2605,1.4614,1.6033,1
2.8,668,9,4.73,0,2315.4696,22.6075,1.2694,1.268,1451.2251,216.2618,237.2621,1.4614,1.6033,1
2.8,669,9,4.73,0,2315.4788,22.6075,1.2694,1.268,1451.2718,216.2636,237.2637,1.4614,1.6033,1
2.8,670,9,4.73,0,2315.4881,22.6075,1.2694,1.268,1451.3184,216.2654,237.2652,1.4613,1.6032,1
2.8,671,9,4.73,0,2315.4973,22.6076,1.2694,1.268,1451.3648,216.2671,237.2668,1.4613,1.6032,1
2.8,672,9,4.73,0,2315.5065,22.6076,1.2694,1.268,1451.4112,216.2689,237.2684,1.4612,1.6031,1
2.8,673,9,4.73,0,2315.5158,22.6077,1.2694,1.268,1451.4574,216.2707,237.2699,1.4612,1.6031,1
2.8,674,9,4.73,0,2315.525,22.6077,1.2694,1.268,1451.5035,216.2725,237.2715,1.4612,1.6031,1
2.8,675,9,4.73,0,2315.5342,22.6077,1.2695,1.268,1451.5495,216.2742,237.273,1.4611,1.603,1
2.8,676,9,4.73,0,2315.5433,22.6078,1.2695,1.268,1451.5953,216.276,237.2746,1.4611,1.603,1
2.8,677,9,4.73,0,2315.5525,22.6078,1.2695,1.268,1451.6411,216.2777,237.2761,1.4611,1.6029,1
2.8,678,9,4.73,0,2315.5617,22.6078,1.2695,1.268,1451.6867,216.2795,237.2777,1.461,1.6029,1
2.8,679,9,4.73,0,2315.5708,22.6079,1.2695,1.268,1451.7322,216.2812,237.2792,1.461,1.6029,1
2.8,680,9,4.73,0,2315.5799,22.6079,1.2695,1.268,1451.7776,216.283,237.2807,1.461,1.6028,1
2.8,681,9,4.73,0,2315.5891,22.6079,1.2695,1.2681,1451.8229,216.2847,237.2823,1.4609,1.6028,1
2.8,682,9,4.73,0,2315.5982,22.608,1.2695,1.2681,1451.8681,216.2864,237.2838,1.4609,1.6027,1
2.8,683,9,4.73,0,2315.6073,22.608,1.2695,1.2681,1451.9131,216.2882,237.2853,1.4609,1.6027,1
2.8,684,9,4.73,0,2315.6164,22.6081,1.2695,1.2681,1451.9581,216.2899,237.2869,1.4608,1.6027,1
2.8,685,9,4.73,0,2315.6254,22.6081,1.2695,1.2681,1452.0029,216.2916,237.2884,1.4608,1.6026,1
2.8,686,9,4.73,0,2315.6345,22.6081,1.2695,1.2681,1452.0476,216.2933,237.2899,1.4608,1.6026,1
2.8,687,9,4.73,0,2315.6436,22.6082,1.2695,1.2681,1452.0922,216.2951,237.2914,1.4607,1.6025,1
2.8,688,9,4.73,0,2315.6526,22.6082,1.2695,1.2681,1452.1367,216.2968,237.2929,1.4607,1.6025,1
2.8,689,9,4.73,0,2315.6616,22.6082,1.2695,1.2681,1452.1811,216.2985,237.2945,1.4607,1.6025,1
2.8,690,9,4.73,0,2315.6707,22.6083,1.2695,1.2681,1452.2253,216.3002,237.296,1.4606,1.6024,1
2.8,691,9,4.73,0,2315.6797,22.6083,1.2695,1.2681,1452.2695,216.3019,237.2975,1.4606,1.6024,1
2.8,692,9,4.73,0,2315.6887,22.6083,1.2695,1.2681,1452.3136,216.3036,237.299,1.4606,1.6023,1
2.8,693,9,4.73,0,2315.6977,22.6084,1.2695,1.2681,1452.3575,216.3053,237.3005,1.4605,1.6023,1
2.8,694,9,4.73,0,2315.7066,22.6084,1.2695,1.2681,1452.4013,216.307,237.302,1.4605,1.6023,1
2.8,695,9,4.73,0,2315.7156,22.6085,1.2696,1.2681,1452.445,216.3087,237.3035,1.4605,1.6022,1
2.8,696,9,4.73,0,2315.7246,22.6085,1.2696,1.2681,1452.4886,216.3103,237.305,1.4604,1.6022,1
2.8,697,9,4.73,0,2315.7335,22.6085,1.2696,1.2681,1452.5321,216.312,237.3065,1.4604,1.6022,1
2.8,698,9,4.73,0,2315.7425,22.6086,1.2696,1.2681,1452.5755,216.3137,237.3079,1.4604,1.6021,1
2.8,699,9,4.73,0,2315.7514,22.6086,1.2696,1.2681,1452.6188,216.3154,237.3094,1.4603,1.6021,1
2.8,700,9,4.73,0,2315.7603,22.6086,1.2696,1.2681,1452.662,216.317,237.3109,1.4603,1.602,1
2.9,350,9,4.73,0,2383.7352,22.6352,1.2577,1.2504,1467.4704,217.2001,238.0407,1.4515,1.5908,1
2.9,351,9,4.73,0,2383.7979,22.6356,1.2577,1.2505,1467.5757,217.2037,238.0436,1.4514,1.5907,1
2.9,352,9,4.73,0,2383.8604,22.6359,1.2578,1.2505,1467.6806,217.2073,238.0465,1.4513,1.5906,1
2.9,353,9,4.73,0,2383.9227,22.6363,1.2579,1.2506,1467.7852,217.2108,238.0493,1.4512,1.5905,1
2.9,354,9,4.73,0,2383.9847,22.6366,1.2579,1.2507,1467.8895,217.2144,238.0522,1.4512,1.5904,1
2.9,355,9,4.73,0,2384.0466,22.6369,1.258,1.2507,1467.9933,217.2179,238.055,1.4511,1.5903,1
2.9,356,9,4.73,0,2384.1082,22.6373,1.258,1.2508,1468.0969,217.2214,238.0578,1.451,1.5902,1
2.9,357,9,4.73,0,2384.1697,22.6376,1.2581,1.2508,1468.2001,217.2249,238.0606,1.4509,1.5901,1
2.9,358,9,4.73,0,2384.2309,22.6379,1.2582,1.2509,1468.3029,217.2284,238.0634,1.4508,1.59,1
2.9,359,9,4.73,0,2384.292,22.6383,1.2582,1.2509,1468.4054,217.2319,238.0662,1.4508,1.5899,1
2.9,360,9,4.73,0,2384.3528,22.6386,1.2583,1.251,1468.5075,217.2354,238.069,1.4507,1.5898,1
2.9,361,9,4.73,0,2384.4134,22.6389,1.2584,1.251,1468.6093,217.2388,238.0718,1.4506,1.5897,1
2.9,362,9,4.73,0,2384.4739,22.6393,1.2584,1.2511,1468.7108,217.2423,238.0746,1.4505,1.5896,1
2.9,363,9,4.73,0,2384.5341,22.6396,1.2585,1.2511,1468.8119,217.2457,238.0773,1.4505,1.5895,1
2.9,364,9,4.73,0,2384.5942,22.6399,1.2585,1.2512,1468.9127,217.2491,238.0801,1.4504,1.5895,1
2.9,365,9,4.73,0,2384.6541,22.6403,1.2586,1.2512,1469.0132,217.2525,238.0828,1.4503,1.5894,1
2.9,366,9,4.73,0,2384.7137,22.6406,1.2587,1.2513,1469.1133,217.2559,238.0856,1.4502,1.5893,1
2.9,367,9,4.73,0,2384.7732,22.6409,1.2587,1.2513,1469.2131,217.2593,238.0883,1.4502,1.5892,1
2.9,368,9,4.73,0,2384.8325,22.6413,1.2588,1.2514,1469.3126,217.2627,238.091,1.4501,1.5891,1
2.9,369,9,4.73,0,2384.8916,22.6416,1.2588,1.2514,1469.4117,217.266,238.0937,1.45,1.589,1
2.9,370,9,4.73,0,2384.9505,22.6419,1.2589,1.2515,1469.5106,217.2694,238.0964,1.4499,1.5889,1
2.9,371,9,4.73,0,2385.0093,22.6422,1.259,1.2516,1469.6091,217.2727,238.0991,1.4499,1.5888,1
2.9,372,9,4.73,0,2385.0678,22.6426,1.259,1.2516,1469.7072,217.276,238.1018,1.4498,1.5887,1
2.9,373,9,4.73,0,2385.1262,22.6429,1.2591,1.2517,1469.8051,217.2793,238.1045,1.4497,1.5887,1
2.9,374,9,4.73,0,2385.1844,22.6432,1.2591,1.2517,1469.9026,217.2826,238.1071,1.4496,1.5886,1
2.9,375,9,4.73,0,2385.2424,22.6436,1.2592,1.2517,1469.9999,217.2859,238.1098,1.4496,1.5885,1
2.9,376,9,4.73,0,2385.3002,22.6439,1.2593,1.2518,1470.0968,217.2892,238.1124,1.4495,1.5884,1
2.9,377,9,4.73,0,2385.3579,22.6442,1.2593,1.2518,1470.1934,217.2924,238.1151,1.4494,1.5883,1
2.9,378,9,4.73,0,2385.4154,22.6445,1.2594,1.2519,1470.2897,217.2957,238.1177,1.4493,1.5882,1
2.9,379,9,4.73,0,2385.4727,22.6449,1.2594,1.2519,1470.3857,217.2989,238.1203,1.4493,1.5881,1
2.9,380,9,4.73,0,2385.5298,22.6452,1.2595,1.252,1470.4814,217.3021,238.123,1.4492,1.588,1
2.9,381,9,4.73,0,2385.5868,22.6455,1.2595,1.252,1470.5768,217.3054,238.1256,1.4491,1.588,1
2.9,382,9,4.73,0,2385.6435,22.6458,1.2596,1.2521,1470.6718,217.3086,238.1282,1.449,1.5879,1
2.9,383,9,4.73,0,2385.7002,22.6461,1.2596,1.2521,1470.7666,217.3117,238.1308,1.449,1.5878,1
2.9,384,9,4.73,0,2385.7566,22.6465,1.2597,1.2522,1470.8611,217.3149,238.1334,1.4489,1.5877,1
2.9,385,9,4.73,0,2385.8129,22.6468,1.2598,1.2522,1470.9553,217.3181,238.1359,1.4488,1.5876,1
2.9,386,9,4.73,0,2385.869,22.6471,1.2598,1.2523,1471.0492,217.3212,238.1385,1.4488,1.5875,1
2.9,387,9,4.73,0,2385.925,22.6474,1.2599,1.2523,1471.1428,217.3244,238.1411,1.4487,1.5875,1
2.9,388,9,4.73,0,2385.9808,22.6477,1.2599,1.2524,1471.236,217.3275,238.1436,1.4486,1.5874,1
2.9,389,9,4.73,0,2386.0364,22.6481,1.26,1.2524,1471.3291,217.3306,238.1462,1.4485,1.5873,1
2.9,390,9,4.73,0,2386.0919,22.6484,1.26,1.2525,1471.4218,217.3338,238.1487,1.4485,1.5872,1
2.9,391,9,4.73,0,2386.1472,22.6487,1.2601,1.2525,1471.5142,217.3369,238.1512,1.4484,1.5871,1
2.9,392,9,4.73,0,2386.2023,22.649,1.2601,1.2525,1471.6063,217.34,238.1538,1.4483,1.587,1
2.9,393,9,4.73,0,0,0,0,0,0,0,0,0,0,0
2.9,394,9,4.73,0,0,0,0,0,0,0,0,0,0,0
2.9,395,9,4.73,0,0,0,0,0,0,0,0,0,0,0
2.9,396,9,4.73,0,2386.4214,22.6503,1.2603,1.2527,1422.6682,216.2892,237.433,1.4909,1.6367,1
2.9,397,9,4.73,0,2386.4757,22.6506,1.2604,1.2528,1422.7932,216.2931,237.4361,1.4908,1.6365,1
2.9,398,9,4.73,0,2386.5299,22.6509,1.2605,1.2528,1422.9177,216.297,237.4392,1.4907,1.6364,1
2.9,399,9,4.73,0,2386.584,22.6512,1.2605,1.2529,1423.0419,216.301,237.4422,1.4906,1.6363,1
2.9,400,9,4.73,0,2386.6379,22.6516,1.2606,1.2529,1423.1657,216.3049,237.4452,1.4905,1.6362,1
2.9,401,9,4.73,0,2386.6917,22.6519,1.2606,1.2529,1423.2891,216.3087,237.4483,1.4904,1.636,1
2.9,402,9,4.73,0,2386.7453,22.6522,1.2607,1.253,1423.4122,216.3126,237.4513,1.4903,1.6359,1
2.9,403,9,4.73,0,2386.7987,22.6525,1.2607,1.253,1423.5348,216.3165,237.4543,1.4902,1.6358,1
2.9,404,9,4.73,0,2386.8521,22.6528,1.2608,1.2531,1423.6571,216.3203,237.4573,1.4901,1.6357,1
2.9,405,9,4.73,0,2386.9052,22.6531,1.2608,1.2531,1423.779,216.3241,237.4603,1.49,1.6356,1
2.9,406,9,4.73,0,2386.9583,22.6534,1.2609,1.2531,1423.9006,216.328,237.4632,1.4899,1.6355,1
2.9,407,9,4.73,0,2387.0111,22.6537,1.2609,1.2532,1424.0217,216.3318,237.4662,1.4898,1.6353,1
2.9,408,9,4.73,0,2387.0639,22.6541,1.261,1.2532,1424.1425,216.3356,237.4692,1.4897,1.6352,1
2.9,409,9,4.73,0,2387.1165,22.6544,1.261,1.2533,1424.263,216.3393,237.4721,1.4896,1.6351,1
2.9,410,9,4.73,0,2387.1689,22.6547,1.2611,1.2533,1424.383,216.3431,237.4751,1.4895,1.635,1
2.9,411,9,4.73,0,2387.2212,22.655,1.2611,1.2534,1424.5027,216.3469,237.478,1.4894,1.6349,1
2.9,412,9,4.73,0,2387.2734,22.6553,1.2612,1.2534,1424.622,216.3506,237.4809,1.4893,1.6347,1
2.9,413,9,4.73,0,2387.3255,22.6556,1.2612,1.2534,1424.741,216.3543,237.4839,1.4892,1.6346,1
2.9,414,9,4.73,0,2387.3774,22.6559,1.2613,1.2535,1424.8596,216.3581,237.4868,1.4891,1.6345,1
2.9,415,9,4.73,0,2387.4291,22.6562,1.2613,1.2535,1424.9779,216.3618,237.4897,1.489,1.6344,1
2.9,416,9,4.73,0,2387.4807,22.6565,1.2614,1.2536,1425.0958,216.3655,237.4926,1.4889,1.6343,1
2.9,417,9,4.73,0,2387.5322,22.6568,1.2614,1.2536,1425.2134,216.3691,237.4955,1.4888,1.6342,1
2.9,418,9,4.73,0,2387.5836,22.6571,1.2614,1.2536,1425.3306,216.3728,237.4983,1.4887,1.6341,1
2.9,419,9,4.73,0,2387.6348,22.6574,1.2615,1.2537,1425.4474,216.3765,237.5012,1.4886,1.6339,1
2.9,420,9,4.73,0,2387.6859,22.6578,1.2615,1.2537,1425.564,216.3801,237.5041,1.4885,1.6338,1
2.9,421,9,4.73,0,2387.7368,22.6581,1.2616,1.2537,1425.6801,216.3837,237.5069,1.4884,1.6337,1
2.9,422,9,4.73,0,2387.7877,22.6584,1.2616,1.2538,1425.7959,216.3874,237.5098,1.4883,1.6336,1
2.9,423,9,4.73,0,2387.8384,22.6587,1.2617,1.2538,1425.9114,216.391,237.5126,1.4882,1.6335,1
2.9,424,9,4.73,0,2387.8889,22.659,1.2617,1.2539,1426.0266,216.3946,237.5154,1.4881,1.6334,1
2.9,425,9,4.73,0,2387.9394,22.6593,1.2618,1.2539,1426.1414,216.3981,237.5182,1.488,1.6333,1
2.9,426,9,4.73,0,2387.9897,22.6596,1.2618,1.2539,1426.2558,216.4017,237.521,1.4879,1.6331,1
2.9,427,9,4.73,0,2388.0399,22.6599,1.2619,1.254,1426.37,216.4053,237.5239,1.4878,1.633,1
2.9,428,9,4.73,0,2388.0899,22.6602,1.2619,1.254,1426.4838,216.4088,237.5266,1.4877,1.6329,1
2.9,429,9,4.73,0,2388.1398,22.6605,1.262,1.254,1426.5972,216.4124,237.5294,1.4877,1.6328,1
